artist,song.name,year,corpus,rank,start,end,male,non.cis,race,ethnicity,primary.status,BIPOC,gender,encoder,
Nick Drake,Pink Moon,1972,2021,162,0,12,1,0,0,0,1,0,1,K. Palmer,
Nicki Minaj,Super Bass,2010,2021,426,0,16,0,0,0,0,0,0,0,K. Palmer,
Nina Simone,Mississippi Goddam,1964,2021,172,0,5,0,0,1,0,1,1,0,K. Palmer,
Nine Inch Nails,Closer,1994,2021,270,0,21,0,0,1,0,1,1,0,K. Palmer,
Nirvana,All Apologies,1993,2004,455,0,16,1,0,1,1,1,1,1,K. Palmer,
Nirvana,Come As You Are,1991,2004,445,0,16,0,0,0,0,0,0,0,K. Palmer,
Nirvana,Come as You Are,1991,2021,467,0,16,1,0,0,0,1,0,1,K. Palmer,
Nirvana,In Bloom,1991,2004,407,0,24,0,0,0,0,0,0,0,K. Palmer,
Nirvana,Smells Like Teen Spirit,1991,2004,9,0,9,0,0,0,0,0,0,0,K. Palmer,
Nirvana,Smells Like Teen Spirit,1991,2021,5,0,9,0,0,0,0,0,0,0,K. Palmer,
Norman Greenbaum,Spirit in the Sky,1970,2004,333,0,29,0,0,0,0,0,0,0,K. Palmer,
T. Rex,Cosmic Dancer,1971,2021,445,0,0,0,0,0,0,0,0,0,K. Palmer,
Talking Heads,Once in a Lifetime,1980,2021,28,0,17,0,0,0,0,0,0,0,K. Palmer,
Talking Heads,This Must Be the Place (Naive Melody),1983,2021,123,0,63,0,0,0,0,0,0,0,K. Palmer,
Tammy Wynette,Stand by Your Man,1968,2021,473,0,9,0,0,0,0,0,0,0,K. Palmer,
Tears for Fears,Everybody Wants to Rule the World,1985,2021,319,0,28,0,0,1,1,0,0,0,K. Palmer,
Television,Marquee Moon,1977,2004,372,0,24,0,0,0,0,0,0,0,K. Palmer,
Television,Marquee Moon,1977,2021,173,0,24,0,0,1,0,1,1,0,K. Palmer,
The Allman Brothers Band,Whipping Post,1969,2004,383,0,26,0,0,1,0,1,1,0,K. Palmer,
The Animals,Don't Let Me Be Misunderstood,1965,2004,315,0,9,0,0,1,0,1,1,0,K. Palmer,
The Animals,House of the Rising Sun,1964,2004,122,0,11,0,0,1,0,1,1,0,K. Palmer,
The Animals,We Gotta Get Out of This Place,1965,2004,233,0,55,0,0,1,0,1,1,0,K. Palmer,
The B-52's,Love Shack,1989,2004,243,0,15,0,0,1,0,1,1,0,K. Palmer,
The B-52's,Rock Lobster,1979,2004,146,0,5,1,0,1,0,1,1,1,K. Palmer,
The Band,The Night They Drove Old Dixie Down,1969,2004,245,0,2,0,0,0,0,0,0,0,K. Palmer,
The Band,The Weight,1968,2004,41,0,6,0,0,0,0,0,0,0,K. Palmer,
The Beach Boys,California Girls,1965,2004,71,0,23,0,0,0,1,0,0,0,K. Palmer,
The Beach Boys,"Caroline, No",1966,2004,211,0,6,1,0,1,1,1,1,1,K. Palmer,
The Beach Boys,Don't Worry Baby,1964,2004,176,0,17,0,0,1,0,1,1,0,K. Palmer,
The Beach Boys,God Only Knows,1966,2004,25,0,17,0,0,1,1,1,1,0,K. Palmer,
The Beach Boys,God Only Knows,1966,2021,11,0,17,0,0,1,1,1,1,0,K. Palmer,
The Beach Boys,Good Vibrations,1966,2004,6,0,25,1,0,0,1,1,1,1,K. Palmer,
The Beach Boys,In My Room,1963,2004,209,0,8,0,0,0,1,0,0,0,K. Palmer,
The Beach Boys,Sloop John B,1966,2004,271,0,4,0,0,0,1,0,0,0,K. Palmer,
The Beach Boys,Wouldn't it Be Nice,1966,2021,297,0,8,1,0,0,1,1,1,1,K. Palmer,
The Beastie Boys,Sabotage,1994,2004,475,0,17,1,0,1,1,1,1,1,K. Palmer,
The Beatles,A Day in the Life,1967,2004,26,2,15,1,0,1,0,1,1,1,K. Palmer,
The Beatles,A Day in the Life,1967,2021,24,2,15,1,0,1,0,1,1,1,K. Palmer,
The Beatles,A Hard Day's Night,1964,2004,153,0,3,0,0,1,0,1,1,0,K. Palmer,
The Beatles,All You Need Is Love,1967,2004,362,0,26,0,0,1,0,1,1,0,K. Palmer,
The Beatles,Can't Buy Me Love,1964,2004,289,0,8,1,0,1,0,1,1,1,K. Palmer,
The Beatles,Come Together,1969,2004,202,0,11,1,0,0,0,0,0,0,K. Palmer,
The Beatles,Eleanor Rigby,1966,2004,137,0,0,0,0,1,1,0,0,0,K. Palmer,
The Beatles,Eleanor Rigby,1966,2021,243,0,0,0,0,1,1,1,1,0,K. Palmer,
The Beatles,Help!,1965,2004,29,0,10,0,0,0,0,0,0,0,K. Palmer,
The Beatles,Help!,1965,2021,447,0,10,1,0,0,0,1,0,1,K. Palmer,
The Beatles,Hey Jude,1968,2004,8,0,0,0,0,1,0,1,1,0,K. Palmer,
The Beatles,Hey Jude,1968,2021,89,0,0,0,0,1,0,1,1,0,K. Palmer,
The Beatles,I Saw Her Standing There,1964,2004,139,0,7,0,0,1,0,1,1,0,K. Palmer,
The Beatles,I Want to Hold Your Hand,1963,2004,16,0,7,0,0,1,0,1,1,0,K. Palmer,
The Beatles,I Want to Hold Your Hand,1963,2021,15,0,7,0,0,1,0,1,1,0,K. Palmer,
The Beatles,In My Life,1965,2004,23,0,8,0,1,1,0,1,1,1,K. Palmer,
The Beatles,In My Life,1965,2021,98,0,8,0,0,0,0,0,0,0,K. Palmer,
The Beatles,Let It Be,1970,2004,20,0,12,1,0,0,0,0,0,0,K. Palmer,
The Beatles,Norwegian Wood (This Bird Has Flown),1965,2004,83,0,15,1,0,0,0,1,0,1,K. Palmer,
The Beatles,Penny Lane,1967,2004,449,0,0,1,0,0,0,1,0,1,K. Palmer,
The Beatles,Please Please Me,1963,2004,184,0,7,0,0,0,0,0,0,0,K. Palmer,
The Beatles,Rain,1966,2004,463,0,9,1,0,0,0,1,0,1,K. Palmer,
The Beatles,She Loves You,1963,2004,64,0,0,0,0,0,0,0,0,0,K. Palmer,
The Beatles,She Loves You,1964,2021,135,0,0,0,0,0,0,0,0,0,K. Palmer,
The Beatles,Something,1969,2004,273,0,4,0,0,0,0,0,0,0,K. Palmer,
The Beatles,Something,1969,2021,110,0,4,0,0,0,0,0,0,0,K. Palmer,
The Beatles,Strawberry Fields Forever,1967,2004,76,0,15,0,0,0,0,0,0,0,K. Palmer,
The Beatles,Strawberry Fields Forever,1967,2021,7,0,15,0,0,0,0,0,0,0,K. Palmer,
The Beatles,Ticket To Ride,1965,2004,384,0,7,0,0,0,0,0,0,0,K. Palmer,
The Beatles,While My Guitar Gently Weeps,1968,2004,135,0,16,0,0,0,0,0,0,0,K. Palmer,
The Beatles,With a Little Help From My Friends,1967,2004,304,0,9,0,0,0,0,0,0,0,K. Palmer,
The Beatles,Yesterday,1965,2004,13,0,5,0,0,0,0,0,0,0,K. Palmer,
The Beatles,Yesterday,1965,2021,72,0,5,0,0,0,0,0,0,0,K. Palmer,
The Bee Gees,How Deep Is Your Love,1977,2004,366,0,17,0,0,0,0,0,0,0,K. Palmer,
The Bobby Fuller Four,I Fought the Law,1966,2004,175,0,11,0,0,0,0,0,0,0,K. Palmer,
The Box Tops,The Letter,1967,2004,363,0,5,0,0,0,0,0,0,0,K. Palmer,
The Breeders,Cannonball,1993,2021,489,0,55,0,0,0,0,0,0,0,K. Palmer,
Pink Floyd,Comfortably Numb,1979,2004,314,,,0,0,0,0,0,0,0,KB,
Pink Floyd,Comfortably Numb,1979,2021,179,,,0,0,0,0,0,0,0,KB,
Pink Floyd,Wish You Were Here,1975,2004,316,,,1,0,0,0,1,0,1,KB,
Pink Floyd,Wish You Were Here,1975,2021,302,,,0,0,1,0,1,1,0,KB,
PJ Harvey,Rid of Me,1993,2021,194,,,0,0,1,0,1,1,0,KB,
Pretenders,Brass in Pocket,1979,2021,389,,,1,0,1,0,1,1,1,KB,
Prince,1999,1982,2004,212,,,0,0,1,0,1,1,0,KB,
Prince,1999,1982,2021,339,,,0,0,1,0,1,1,0,KB,
Prince,Adore,1987,2021,431,,,0,0,1,0,1,1,0,KB,
Prince,Kiss,1986,2004,461,,,0,0,1,0,1,1,0,KB,
Prince,Kiss,1986,2021,85,,,0,0,0,0,0,0,0,KB,
Prince,Little Red Corvette,1983,2004,108,,,1,0,1,0,1,1,1,KB,
Prince,Little Red Corvette,1982,2021,360,,,0,0,1,0,1,1,0,KB,
Prince,Purple Rain,1984,2004,143,,,0,0,0,0,0,0,0,KB,
Prince,Sign 'O' the Times,1987,2004,299,,,1,0,0,0,0,0,0,KB,
Prince and the Revolution,Purple Rain,1984,2021,18,,,0,0,0,0,0,0,0,KB,
Prince and the Revolution,When Doves Cry,1984,2004,52,,,0,0,1,1,1,1,0,KB,
Prince and the Revolution,When Doves Cry,1984,2021,37,,,1,0,0,0,1,0,1,KB,
Procol Harum,A Whiter Shade of Pale,1967,2004,57,,,0,0,1,0,1,1,0,KB,100
Procol Harum,A Whiter Shade of Pale,1967,2021,271,,,0,0,1,0,1,1,0,KB,
Public Enemy,Bring the Noise,1988,2004,160,,,0,0,0,0,0,0,0,KB,
Public Enemy,Bring the Noise,1987,2021,397,,,0,0,0,0,0,0,0,KB,
Public Enemy,Fight the Power,1989,2004,322,,,0,0,0,0,0,0,0,KB,
Public Enemy,Fight the Power,1989,2021,2,,,0,0,0,0,0,0,0,KB,
Pulp,Common People,1996,2021,75,,,0,0,0,0,1,0,0,KB,
Queen,Bohemian Rhapsody,1975,2004,163,,,0,0,0,0,1,0,0,KB,
Queen,Bohemian Rhapsody,1975,2021,17,,,0,0,0,0,1,0,0,KB,
Queen,We Will Rock You,1977,2004,330,,,0,0,1,1,1,1,0,KB,
Queen and David Bowie,Under Pressure,1981,2021,429,,,0,0,1,1,1,1,0,KB,
R. Kelly,I Believe I Can Fly,1996,2004,406,,,0,0,0,0,0,0,0,KB,
R.E.M.,Losing My Religion,1991,2004,169,,,0,0,1,0,1,1,0,KB,
R.E.M.,Losing My Religion,1991,2021,112,,,1,0,0,0,1,0,1,KB,
R.E.M.,Nightswimming,1992,2021,160,,,0,0,1,0,1,1,0,KB,
R.E.M.,Radio Free Europe,1983,2004,379,,,0,0,1,0,1,1,0,KB,
R.E.M.,Radio Free Europe,1983,2021,174,,,1,0,0,0,1,0,1,KB,
Radiohead,Creep,1992,2021,118,,,0,0,1,0,1,1,0,KB,
Radiohead,Fake Plastic Trees,1995,2004,376,,,0,0,0,1,0,0,0,KB,
Radiohead,Idioteque,2000,2021,48,,,0,0,0,0,0,0,0,KB,
Radiohead,Karma Police,1997,2021,279,,,1,0,0,0,1,0,1,LJ,
Radiohead,Paranoid Android,1997,2004,256,,,1,0,0,0,1,0,1,LJ,
Rage Against the Machine,Killing in the Name,1992,2021,207,,,1,0,1,0,1,1,1,LJ,
Ramones,Blitzkrieg Bop,1976,2021,64,,,1,0,1,0,1,1,1,LJ,
Ramones,Sheena Is a Punk Rocker,1977,2021,434,,,0,0,0,0,0,0,0,LJ,
Randy Newman,Sail Away,1972,2004,264,,,0,0,0,0,0,0,0,LJ,
Randy Newman,Sail Away,1972,2021,275,,,0,0,0,0,0,0,0,LJ,
Ray Charles,Georgia on My Miind,1960,2004,44,,,0,0,0,0,0,0,0,LJ,
Ray Charles,Georgia on My Mind,1960,2021,283,,,0,0,0,0,0,0,0,LJ,
Ray Charles,Hit the Road Jack,1961,2004,377,,,0,0,1,0,1,1,0,LJ,
Ray Charles,I Can't Stop Loving You,1962,2004,161,,,0,0,1,0,1,1,0,LJ,
Ray Charles,I Got a Woman,1954,2004,235,,,0,0,1,0,1,1,0,LJ,
Ray Charles,What'd I Say,1959,2004,10,,,0,0,1,0,1,1,0,LJ,
Ray Charles,What'd I Say,1957,2021,80,,,1,0,0,0,1,0,1,LJ,
Red Hot Chili Peppers,Under the Bridge,1991,2021,328,,,1,0,1,0,1,1,1,LJ,
Rick James,Super Freak,1981,2004,477,,,1,0,0,0,1,0,1,LJ,
Rick James,Super Freak,1981,2021,153,,,1,0,0,0,1,0,1,LJ,
Rihanna feat. Jay-Z,Umbrella,2007,2021,332,,,0,0,0,0,0,0,0,LJ,
Rilo Kiley,Portions for Foxes,2004,2021,326,,,1,0,0,0,1,0,1,LJ,
Ritchie Valens,La Bamba,1958,2004,345,,,0,0,1,0,1,1,0,LJ,
Rob Base and DJ E-Z Rock,It Takes Two,1988,2021,116,,,0,0,0,0,0,0,0,LJ,
Robert Johnson,Cross Road Blues,1937,2021,481,,,1,0,1,1,1,1,1,LJ,
Roberta Flack,Killing Me Softly With His Song,1973,2004,360,,,1,0,0,0,1,0,1,LJ,
Roberta Flack,Killing Me Softly With His Song,1973,2021,273,,,1,0,0,0,1,0,1,LJ,
Robyn,Dancing on My Own,2010,2021,20,,,1,0,0,0,1,0,1,LJ,
Rod Stewart,Do Ya Think I'm Sexy?,1978,2004,301,,,1,0,1,1,1,1,1,LJ,
Rod Stewart,Maggie May,1971,2004,130,,,0,0,1,0,1,1,0,LJ,
Rod Stewart,Maggie May,1971,2021,141,,,0,0,1,0,1,1,0,LJ,
Roxy Music,Virginia Plain,1972,2021,348,,,1,0,1,0,1,1,1,LJ,
Roy Orbison,Crying,1961,2004,69,,,1,0,1,0,1,1,1,LJ,
Roy Orbison,Crying,1962,2021,461,,,0,0,1,0,1,1,0,LJ,
Roy Orbison,In Dreams,1963,2004,312,,,0,0,1,0,1,1,0,LJ,
Afrika Bambaataa and the Soul Sonic Force,Planet Rock,1982,2004,237,0,19,1,0,1,0,1,1,1,MK,
Afrika Bambaataa and the Soul Sonic Force,Planet Rock,1982,2021,395,0,19,1,0,1,0,1,1,1,MK,
Alanis Morissette,You Oughta Know,1995,2021,103,0,0,0,0,1,0,1,1,0,MK,
Ann Peebles,I Can't Stand the Rain,1973,2021,197,0,5,0,0,0,1,0,0,0,MK,
Aretha Franklin,(You Make Me Feel Like) A Natural Woman,1967,2021,90,0,3,1,0,0,0,1,0,1,MK,
Backstreet Boys,I Want It That Way,1999,2021,240,0,8,0,0,0,1,0,0,0,MK,
Beyonce,Formation,2016,2021,73,0,8,1,0,0,0,1,0,1,MK,
Big Mama Thornton,Hound Dog,1953,2021,318,0,16,0,0,0,0,0,0,0,MK,
Bikini Kill,Rebel Girl,1993,2021,296,0,21,0,0,0,0,0,0,0,MK,
Biz Markie,Just a Friend,1989,2021,480,0,0,0,0,1,0,1,1,0,MK,
Blondie,Dreaming,1979,2021,414,0,26,0,0,0,0,0,0,0,MK,
Blondie,Heart of Glass,1979,2021,138,0,16,0,0,0,0,0,0,0,MK,
Bob Dylan,Like a Rolling Stone,1965,2021,4,0,11,1,0,0,0,1,0,1,MK,
Bob Dylan,Tangled Up in Blue,1975,2021,67,0,10,0,0,0,0,0,0,0,MK,
Bob Marley and the Wailers,Could You Be Loved,1980,2021,363,0,14,0,0,0,0,0,0,0,MK,
Bob Seger,Night Moves,1976,2021,301,0,16,0,0,0,0,0,0,0,MK,
Bobbie Gentry,Ode to Billie Joe,1967,2021,191,0,8,1,0,0,0,1,0,1,MK,
Britney Spears,...Baby One More Time,1998,2021,205,0,13,1,0,1,0,1,1,1,MK,
Britney Spears,Toxic,2003,2021,114,0,13,0,0,0,0,0,0,0,MK,
Bruce Springsteen,Jungleland,1975,2021,298,0,42,0,0,1,0,1,1,0,MK,
"Cardi B, J Balvin, and Bad Bunny",I Like It,2018,2021,384,0,13,0,0,1,0,1,1,0,MK,
Carly Rae Jepsen,Call Me Maybe,2012,2021,436,0,4,0,0,0,0,0,0,0,MK,
Carole King,It`s Too Late,1971,2021,345,0,9,1,0,0,0,0,0,0,MK,
Cat Stevens/Yusuf,Father and Son,1970,2021,408,0,14,0,0,0,0,0,0,0,MK,
Cheap Trick,Surrender,1978,2021,356,0,15,0,0,1,0,1,1,0,MK,
Cher,Believer,1998,2021,337,0,29,0,0,1,1,1,1,0,MK,
Chuck Berry,Promised Land,1964,2021,342,0,3,0,0,0,0,0,0,0,MK,
Coldplay,Fix You,2005,2021,392,0,14,0,0,0,0,0,0,0,MK,
Creedence Clearwater Revival,Fortunate Son,1969,2021,227,0,18,0,0,1,0,1,1,0,MK,
"Crosby, Stills & Nash",Suite: Judy Blue Eyes,1969,2021,222,0,10,0,0,0,0,0,0,0,MK,
Cyndi Lauper,Time After Time,1983,2021,494,0,14,0,0,1,0,1,1,0,MK,
Daft Punk feat. Pharrell Williams,Get Lucky,2013,2021,465,0,31,0,0,1,0,1,1,0,MK,
David Bowie,Heroes,1977,2021,23,0,17,0,0,1,1,1,1,0,MK,
Deee-Lite,Groove is in the Heart,1990,2021,233,0,23,0,0,0,0,0,0,0,MK,
Depeche Mode,Enjoy the Silence,1990,2021,415,0,26,0,0,0,0,0,0,0,MK,
Dixie Chicks,Goodbye Earl,2000,2021,469,0,16,0,0,0,1,0,0,0,MK,
Dolly Parton,Coat of Many Colors,1971,2021,263,0,6,0,0,0,0,0,0,0,MK,
Dolly Parton,Jolene,1974,2021,63,0,8,0,0,1,0,1,1,0,MK,
Don Henley,Boys of Summer,1984,2021,209,0,33,0,0,1,0,1,1,0,MK,
Dr. Dre feat. Snoop Doggy Dogg,Nuthin' but a 'G' Thang,1992,2021,29,0,10,0,0,0,0,0,0,0,MK,
Drake,Hotline Bling,2015,2021,373,0,12,0,0,0,0,0,0,0,MK,
Dusty Springfield,Son of a Preacher Man,1968,2021,168,0,10,0,0,1,0,1,1,0,MK,50
"Earth, Wind, and Fire",September,1978,2021,65,0,18,0,0,1,0,1,1,0,MK,
Eddie Cochran,Summertime Blues,1958,2021,432,0,9,0,0,0,0,0,0,0,MK,
Elton John,Rocket Man,1972,2021,149,0,0,1,0,1,0,1,1,1,MK,
Elvis Presley,Heartbreak Hotel,1958,2021,347,0,0,1,0,1,0,1,1,1,MK,
Elvis Presley,Suspicious Minds,1969,2021,70,0,5,0,0,1,0,1,1,0,MK,
Eminem feat. Dido,Stan,2000,2021,223,0,49,0,0,0,0,0,0,0,MK,
Eric Church,Springsteen,2011,2021,391,0,9,1,0,0,0,1,0,1,MK,
Etta James,At Last,1960,2021,115,0,19,0,0,0,0,0,0,0,MK,
Eurythmics,Sweet Dreams (Are Made Of This),1983,2021,353,0,8,0,0,0,0,0,0,0,MK,
Fall Out Boy,"Sugar, We're Goin Down",2005,2021,443,0,26,0,0,0,0,0,0,0,MK,
Fiona Apple,Criminal,1996,2021,423,0,22,0,0,0,0,0,0,0,MK,
Fiona Apple,Paper Bag,1999,2021,382,0,9,0,0,0,0,0,0,0,MK,
Fleetwood Mac,Dreams,1977,2021,9,0,17,0,0,0,0,0,0,0,MK,
Fountains of Wayne,Radiation Vibe,1996,2021,380,0,9,0,0,0,0,0,0,0,MK,
George Jones,He Stopped Loving Her Today,1980,2021,142,0,0,0,0,0,1,0,0,0,MK,
George Michael,Freedom! '90,1990,2021,126,0,52,1,0,1,0,1,1,1,MK,
Green Day,Basket Case,1994,2021,150,0,0,0,0,1,0,1,1,0,MK,
Hall and Oates,She's Gone,1973,2021,336,0,62,0,0,1,0,1,1,0,MK,
Hank Williams,Your Cheatin' Heart,1953,2021,237,0,7,0,0,0,0,0,0,0,MK,
Harry Nilsson,Without You,1971,2021,496,0,7,0,0,0,0,0,0,0,MK,
Harry Styles,Sign of the Times,2017,2021,428,0,16,0,0,1,0,1,1,0,MK,
Hole,Doll Parts,1994,2021,208,0,1,0,0,1,0,1,1,0,MK,
Ice Cube,It Was a Good Day,1992,2021,352,0,23,0,0,1,0,1,1,0,MK,
INXS,Never Tear Us Apart,1988,2021,282,0,14,0,0,1,0,1,1,0,MK,
James Brown,Papas Got a Brand New Bag,1966,2021,72,1,2,1,0,1,0,1,1,1,MK,
Jay-Z,99 Problems,2003,2021,96,0,0,0,0,0,1,0,0,0,MK,
Jefferson Airplane,White Rabbit,1967,2021,455,0,28,0,0,0,1,0,0,0,MK,
Jerry Lee Lewis,Great Balls of Fire,1957,2021,242,0,0,0,0,0,1,0,0,0,MK,
John Coltrane,Pt.1-Acknowledgement,1965,2021,315,0,64,1,0,0,0,1,0,1,MK,
John Lee Hooker,Boom Boom,1962,2021,463,0,18,0,0,0,0,0,0,0,MK,
Joni Mitchell,A Case of You,1971,2021,26,0,19,0,0,1,0,1,1,0,MK,
Joni Mitchell,Both Sides Now,1969,2021,225,0,11,0,0,0,0,0,0,0,MK,
Kacey Musgraves,Merry Go 'Round,2013,2021,362,0,10,0,0,0,0,0,0,0,MK,
Kate Bush,Running Up That Hill,1985,2021,60,0,25,0,0,0,0,0,0,0,MK,
Kiss,Rock and Roll All Nite,1975,2021,404,0,13,0,0,0,0,0,0,0,MK,
Kraftwerk,Trans-Europe Express,1977,2021,304,0,119,0,0,0,0,0,0,0,MK,75
Lady Gaga,Bad Romance,2009,2021,482,0,32,0,0,0,0,0,0,0,MK,
Leonard Cohen,Suzanne,1967,2021,284,0,10,0,0,1,0,1,1,0,MK,
Liz Phair,Divorce Song,1993,2021,308,0,15,1,0,0,0,1,0,1,MK,
Lizzo,Truth Hurts,2017,2021,497,0,6,1,0,1,0,1,1,1,MK,
Lorde,Royals,2011,2021,30,0,0,0,0,0,0,0,0,0,MK,
Loretta Lynn,Coal Miner's Daughter,1970,2021,255,0,7,0,0,0,0,0,0,0,MK,
Lou Reed,Walk on the Wild Side,1972,2021,180,0,19,1,0,1,0,1,1,1,MK,
Lucinda Williams,Passionate Kisses,1988,2021,437,0,8,0,0,1,0,1,1,0,MK,
Madonna,Into the Groove,1985,2021,161,0,17,0,0,0,0,0,0,0,MK,
Madonna,Vogue,1990,2021,139,0,85,1,0,0,0,1,0,1,MK,
Mariah Carey,Fantasy,1995,2021,419,0,39,0,0,1,0,1,1,0,MK,
Marvin Gaye,Let's Get it On,1973,2021,264,0,3,0,0,0,0,0,0,0,MK,
Mazzy Star,Fade Into You,1993,2021,468,0,20,1,0,0,0,1,0,1,MK,
Megan Thee Stallion feat. Beyonc‚àö¬©,Savage (Remix),2020,2021,438,0,2,0,0,0,0,0,0,0,MK,
Michael Jackson,Billie Jean,1982,2021,44,0,28,1,0,0,0,1,0,1,MK,
Miranda Lambert,The House That Built Me,2010,2021,441,0,20,0,0,0,0,0,0,0,MK,
Mobb Deep,"Shook Ones, Pt. II",1995,2021,215,0,28,0,0,1,0,1,1,0,MK,
Motorhead,Ace of Spades,1980,2021,442,1,14,0,0,0,0,0,0,0,MK,
Muddy Waters,Mannish Boy,1955,2021,425,0,33,1,0,0,0,1,0,1,MK,
Neil Young,After the Gold Rush,1970,2021,322,0,2,0,0,0,0,0,0,0,MK,
Neil Young,Heart of Gold,1972,2021,259,0,34,1,0,0,0,0,0,0,MK,
Neil Young,Powderfinger,1979,2021,450,0,9,0,0,0,0,0,0,0,MK,
Nicki Minaj,Super Bass,2010,2021,426,0,8,1,0,1,0,1,1,1,MK,
Nine Inch Nails,Closer,1994,2021,270,0,21,0,0,1,0,1,1,0,MK,
Nirvana,Come as You Are,1991,2021,467,0,16,0,0,1,0,1,1,0,MK,
Oasis,Wonderwall,1995,2021,95,0,22,0,0,0,0,0,0,0,MK,
Outkast,Ms. Jackson,2000,2021,145,0,22,0,0,0,0,0,0,0,MK,
Patsy Cline,Crazy,1961,2021,195,0,13,1,0,0,0,1,0,1,MK,
Patti Smith,Because the Night,1978,2021,358,0,10,1,0,0,0,1,0,1,MK,
Patti Smith,Gloria,1975,2021,97,0,22,0,0,0,0,0,0,0,MK,
Paul Simon,American Tune,1973,2021,262,0,5,0,0,0,0,0,0,0,MK,
Pavement,Summer Babe (Winter Version),1992,2021,244,0,20,0,0,0,0,0,0,0,MK,
Pearl Jam,Alive,1991,2021,416,0,32,0,0,1,0,1,1,0,MK,
Peter Gabriel,Solsbury Hill,1977,2021,472,0,27,0,0,0,0,0,0,0,MK,
PJ Harvey,Rid of Me,1993,2021,194,0,46,0,0,0,0,0,0,0,MK,
Pretenders,Brass in Pocket,1979,2021,389,0,4,0,0,0,0,0,0,0,MK,
Pulp,Common People,1996,2021,75,0,8,0,0,0,0,1,0,0,MK,
R.E.M.,Radio Free Europe,1983,2021,174,0,12,1,0,0,0,1,0,1,MK,
Radiohead,Idioteque,2000,2021,48,0,59,0,0,0,0,0,0,0,MK,
Rihanna feat. Jay-Z,Umbrella,2007,2021,332,0,10,0,0,1,0,1,1,0,MK,
Rufus and Chaka Khan,Ain't Nobody,1983,2021,403,0,37,1,0,0,0,0,0,0,MK,
Selena,Amor Prohibido,1994,2021,405,0,12,0,0,0,0,0,0,0,MK,
Sex Pistols,God Save The Queen,1977,2021,365,0,19,0,0,0,0,0,0,0,MK,
Sinead O'Connor,Nothing Compares 2 U,1990,2021,162,0,10,1,0,1,0,1,1,1,MK,
Sister Nancy,Bam Bam,1982,2021,454,0,12,0,0,0,0,0,0,0,MK,
Sonic Youth,Teenage Riot,1988,2021,157,0,124,0,0,0,0,0,0,0,MK,
Steel Pulse,Ku Klux Klan,1978,2021,460,0,32,0,0,0,0,0,0,0,MK,
Stevie Nicks,Edge of Seventeen,1981,2021,217,0,8,1,0,0,0,1,0,1,MK,
Talking Heads,Once in a Lifetime,1980,2021,28,0,17,0,0,0,0,0,0,0,MK,
Talking Heads,This Must Be the Place (Naive Melody),1983,2021,123,0,63,0,0,0,0,0,0,0,MK,
Taylor Swift,All Too Well,2012,2021,69,0,20,0,0,0,0,0,0,0,MK,
Taylor Swift,All Too Well,2012,2021,69,0,20,0,0,0,0,0,0,0,MK,
Taylor Swift,Blank Space,2014,2021,357,0,5,0,0,0,0,0,0,0,MK,
Taylor Swift,Blank Space,2014,2021,357,0,5,0,0,1,1,0,0,0,MK,
The Animals,The House of the Rising Sun,1964,2021,471,0,12,1,0,1,1,1,1,1,MK,
The Animals,The House of the Rising Sun,1964,2021,471,0,12,1,0,0,0,1,0,1,MK,
The B-52s,Rock Lobster,1978,2021,300,0,10,1,0,0,1,1,1,1,MK,
The B-52s,Rock Lobster,1978,2021,300,0,10,0,0,0,0,0,0,0,MK,
The Band,The Weight,1968,2021,58,0,10,1,0,1,0,1,1,1,MK,
The Band,The Weight,1968,2021,58,0,10,0,0,1,0,1,1,0,MK,
The Beach Boys,Good Vibrations,1966,2021,53,0,0,0,0,0,0,0,0,0,MK,
The Beach Boys,Good Vibrations,1966,2021,53,0,0,0,0,0,0,0,0,0,MK,
The Beatles,Let It Be,1970,2021,121,0,12,1,0,0,0,0,0,0,MK,
The Beatles,Let It Be,1970,2021,121,0,12,1,0,0,0,0,0,0,MK,
The Beatles,Penny Lane,1967,2021,280,0,0,0,0,0,0,0,0,0,MK,
The Beatles,Penny Lane,1967,2021,280,0,0,0,0,0,0,0,0,0,MK,
The Byrds,Eight Miles High,1966,2004,150,0,29,0,0,0,0,0,0,0,MK,
The Byrds,Eight Miles High,1966,2021,181,0,29,1,0,0,0,1,0,1,MK,
The Byrds,Eight Miles High,1966,2021,181,0,29,0,0,0,1,0,0,0,MK,
